"ID_CHAMBRE_RESA","ARRIVEE","DEPART","CHAMBRE","RESERVATION"
1808,09/08/2019,10/08/2019,68,12936
9812,10/08/2019,13/08/2019,68,10579
18077,13/08/2019,14/08/2019,68,9416
10160,16/08/2019,17/08/2019,68,675
14945,17/08/2019,20/08/2019,68,9091
1025,20/08/2019,21/08/2019,68,9687
3026,24/08/2019,25/08/2019,68,13078
15728,26/08/2019,29/08/2019,68,14316
5636,29/08/2019,01/09/2019,68,2223
9290,04/09/2019,06/09/2019,68,10521
5027,06/09/2019,09/09/2019,68,18650
2939,09/09/2019,11/09/2019,68,16449
15902,11/09/2019,13/09/2019,68,1244
8594,13/09/2019,15/09/2019,68,512
1634,15/09/2019,16/09/2019,68,4930
17294,16/09/2019,19/09/2019,68,4505
15989,20/09/2019,21/09/2019,68,1252
7550,21/09/2019,23/09/2019,68,2411
14162,25/09/2019,28/09/2019,68,4198
938,28/09/2019,30/09/2019,68,12853
5288,01/10/2019,03/10/2019,68,186
7028,03/10/2019,05/10/2019,68,8270
4853,05/10/2019,07/10/2019,68,18632
1460,07/10/2019,09/10/2019,68,1808
13727,10/10/2019,13/10/2019,68,3039
2852,15/10/2019,18/10/2019,68,13059
677,18/10/2019,20/10/2019,68,18211
14858,20/10/2019,22/10/2019,68,6263
15380,24/10/2019,25/10/2019,68,19697
10247,27/10/2019,28/10/2019,68,17172
1199,28/10/2019,30/10/2019,68,3783
4505,31/10/2019,01/11/2019,68,15225
4244,03/11/2019,05/11/2019,68,16583
19730,07/11/2019,08/11/2019,68,6744
12248,11/11/2019,13/11/2019,68,7996
242,13/11/2019,14/11/2019,68,9610
8855,16/11/2019,18/11/2019,68,539
764,18/11/2019,19/11/2019,68,1737
7376,20/11/2019,21/11/2019,68,8306
6854,21/11/2019,22/11/2019,68,10252
16772,23/11/2019,24/11/2019,68,9276
15467,24/11/2019,25/11/2019,68,11143
12770,25/11/2019,27/11/2019,68,6049
8246,27/11/2019,28/11/2019,68,10402
8681,27/11/2019,30/11/2019,68,15618
15119,03/12/2019,06/12/2019,68,19663
19904,06/12/2019,07/12/2019,68,1641
18512,07/12/2019,08/12/2019,68,18025
1286,11/12/2019,13/12/2019,68,3791
19556,13/12/2019,14/12/2019,68,12694
10334,13/12/2019,15/12/2019,68,13781
17207,17/12/2019,19/12/2019,68,12456
19469,20/12/2019,21/12/2019,68,4717
16511,23/12/2019,24/12/2019,68,1303
19035,01/01/2019,02/01/2019,69,4674
12510,02/01/2019,03/01/2019,69,921
1635,03/01/2019,04/01/2019,69,14917
17904,05/01/2019,06/01/2019,69,11398
2505,06/01/2019,07/01/2019,69,16412
7725,07/01/2019,08/01/2019,69,7567
19209,09/01/2019,10/01/2019,69,12658
7551,10/01/2019,12/01/2019,69,411
15381,12/01/2019,13/01/2019,69,1190
3114,13/01/2019,14/01/2019,69,1961
6942,16/01/2019,17/01/2019,69,7483
417,17/01/2019,18/01/2019,69,1701
9552,18/01/2019,20/01/2019,69,5736
13641,21/01/2019,22/01/2019,69,1031
7116,23/01/2019,25/01/2019,69,368
5028,25/01/2019,26/01/2019,69,2158
14772,26/01/2019,27/01/2019,69,3138
10596,29/01/2019,01/02/2019,69,19206
7203,01/02/2019,02/02/2019,69,378
3636,02/02/2019,03/02/2019,69,17
3462,06/02/2019,07/02/2019,69,18500
11292,07/02/2019,09/02/2019,69,8718
17034,09/02/2019,11/02/2019,69,17871
16164,09/02/2019,12/02/2019,69,19778
4680,12/02/2019,13/02/2019,69,13245
5637,12/02/2019,15/02/2019,69,18702
18774,15/02/2019,18/02/2019,69,9484
2070,19/02/2019,21/02/2019,69,4971
10074,21/02/2019,24/02/2019,69,19158
11466,24/02/2019,25/02/2019,69,17300
12075,24/02/2019,26/02/2019,69,5978
1722,26/02/2019,01/03/2019,69,6938
243,01/03/2019,03/03/2019,69,3685
8595,04/03/2019,05/03/2019,69,8445
504,08/03/2019,09/03/2019,69,3713
4941,09/03/2019,12/03/2019,69,18639
19557,14/03/2019,16/03/2019,69,3595
8943,16/03/2019,18/03/2019,69,19045
5550,18/03/2019,19/03/2019,69,13337
14859,23/03/2019,26/03/2019,69,9083
7290,26/03/2019,27/03/2019,69,7522
17643,29/03/2019,30/03/2019,69,4538
1983,31/03/2019,02/04/2019,69,3856
17556,04/04/2019,05/04/2019,69,6530
12249,07/04/2019,08/04/2019,69,8823
17991,09/04/2019,10/04/2019,69,17971
16338,13/04/2019,14/04/2019,69,6406
2592,16/04/2019,18/04/2019,69,7022
18426,18/04/2019,19/04/2019,69,1487
12423,18/04/2019,21/04/2019,69,6014
16077,21/04/2019,22/04/2019,69,17772
17121,22/04/2019,23/04/2019,69,4493
8769,23/04/2019,24/04/2019,69,13624
2679,26/04/2019,27/04/2019,69,15036
8682,27/04/2019,28/04/2019,69,10457
16947,28/04/2019,29/04/2019,69,14430
18339,29/04/2019,30/04/2019,69,3475
15468,01/05/2019,02/05/2019,69,3202
6072,02/05/2019,04/05/2019,69,10178
13032,04/05/2019,05/05/2019,69,19451
18861,06/05/2019,09/05/2019,69,1527
19992,09/05/2019,12/05/2019,69,3660
2418,12/05/2019,14/05/2019,69,18401
10422,14/05/2019,17/05/2019,69,7820
1896,17/05/2019,19/05/2019,69,9777
7377,19/05/2019,21/05/2019,69,5531
678,22/05/2019,23/05/2019,69,6845
16425,26/05/2019,27/05/2019,69,14377
1200,27/05/2019,28/05/2019,69,16279
14250,29/05/2019,30/05/2019,69,11016
9465,31/05/2019,03/06/2019,69,5727
17382,05/06/2019,06/06/2019,69,14475
17469,06/06/2019,07/06/2019,69,11352
3288,07/06/2019,08/06/2019,69,5099
7986,10/06/2019,12/06/2019,69,450
11553,21/06/2019,23/06/2019,69,15907
13293,26/06/2019,28/06/2019,69,14076
16599,28/06/2019,30/06/2019,69,19829
2331,02/07/2019,05/07/2019,69,12996
8073,05/07/2019,07/07/2019,69,16960
14424,08/07/2019,09/07/2019,69,12185
13902,09/07/2019,10/07/2019,69,4169
11379,13/07/2019,15/07/2019,69,7913
9813,21/07/2019,23/07/2019,69,13725
11901,28/07/2019,31/07/2019,69,5961
16512,03/08/2019,04/08/2019,69,4428
9117,07/08/2019,09/08/2019,69,15662
6159,09/08/2019,11/08/2019,69,2274
12858,09/08/2019,12/08/2019,69,10886
14946,12/08/2019,14/08/2019,69,17644
2766,16/08/2019,18/08/2019,69,7044
14337,18/08/2019,19/08/2019,69,19581
8160,23/08/2019,24/08/2019,69,5609
10683,26/08/2019,29/08/2019,69,15815
5898,30/08/2019,31/08/2019,69,16735
19122,06/09/2019,07/09/2019,69,6684
12162,07/09/2019,08/09/2019,69,2878
15555,08/09/2019,11/09/2019,69,17719
1026,11/09/2019,12/09/2019,69,14861
17730,11/09/2019,14/09/2019,69,12506
14510,26/05/2019,29/05/2019,68,19593
19991,29/05/2019,30/05/2019,68,1659
3375,14/09/2019,16/09/2019,69,9918
16860,14/09/2019,17/09/2019,69,9289
6768,18/09/2019,20/09/2019,69,2335
17208,23/09/2019,25/09/2019,69,17890
4071,27/09/2019,29/09/2019,69,18562
7899,30/09/2019,02/10/2019,69,16942
7464,02/10/2019,04/10/2019,69,15513
9639,05/10/2019,06/10/2019,69,13707
16251,06/10/2019,08/10/2019,69,17792
5202,09/10/2019,12/10/2019,69,2179
3984,13/10/2019,14/10/2019,69,15178
5115,16/10/2019,19/10/2019,69,8075
12597,19/10/2019,20/10/2019,69,8858
4767,28/10/2019,29/10/2019,69,13256
10944,29/10/2019,01/11/2019,69,10682
18948,01/11/2019,04/11/2019,69,4668
10248,04/11/2019,05/11/2019,69,19170
11814,05/11/2019,06/11/2019,69,13933
4854,08/11/2019,11/11/2019,69,13266
5376,11/11/2019,14/11/2019,69,8098
4245,19/11/2019,20/11/2019,69,2077
14598,21/11/2019,22/11/2019,69,14205
10161,23/11/2019,25/11/2019,69,15762
765,26/11/2019,29/11/2019,69,9662
15816,29/11/2019,01/12/2019,69,6361
1287,01/12/2019,04/12/2019,69,9712
9030,04/12/2019,07/12/2019,69,19051
14163,07/12/2019,09/12/2019,69,6199
18165,07/12/2019,08/12/2019,69,6592
591,09/12/2019,10/12/2019,69,16207
19905,14/12/2019,16/12/2019,69,3642
9378,16/12/2019,17/12/2019,69,13686
5811,20/12/2019,22/12/2019,69,7364
13989,22/12/2019,23/12/2019,69,12144
2244,27/12/2019,30/12/2019,69,11812
10509,30/12/2019,31/12/2019,69,13799
1809,31/12/2019,02/01/2020,69,14937
9466,01/01/2019,03/01/2019,70,10544
15817,04/01/2019,06/01/2019,70,1234
505,06/01/2019,08/01/2019,70,4829
9118,08/01/2019,09/01/2019,70,13662
10597,10/01/2019,11/01/2019,70,5836
15904,11/01/2019,12/01/2019,70,6369
5377,12/01/2019,13/01/2019,70,7318
11554,13/01/2019,15/01/2019,70,2817
5638,16/01/2019,17/01/2019,70,15344
3463,22/01/2019,25/01/2019,70,5114
11293,25/01/2019,27/01/2019,70,2792
8074,25/01/2019,26/01/2019,70,5600
10684,26/01/2019,28/01/2019,70,5846
4420,28/01/2019,31/01/2019,70,16596
157,31/01/2019,01/02/2019,70,11603
7639,02/02/2019,04/02/2019,70,2422
12511,04/02/2019,07/02/2019,70,2922
19732,09/02/2019,10/02/2019,70,6745
13990,10/02/2019,11/02/2019,70,19547
3550,15/02/2019,18/02/2019,70,13127
3985,22/02/2019,25/02/2019,70,5170
13903,27/02/2019,28/02/2019,70,10980
4594,04/03/2019,06/03/2019,70,15236
14338,06/03/2019,08/03/2019,70,1097
6247,08/03/2019,09/03/2019,70,8193
5464,10/03/2019,12/03/2019,70,18685
592,12/03/2019,14/03/2019,70,1720
5899,14/03/2019,16/03/2019,70,5369
9031,16/03/2019,17/03/2019,70,2558
17383,17/03/2019,18/03/2019,70,6514
17296,18/03/2019,21/03/2019,70,12466
9814,21/03/2019,23/03/2019,70,7758
7291,23/03/2019,24/03/2019,70,16874
19297,25/03/2019,28/03/2019,70,6701
2680,28/03/2019,30/03/2019,70,13036
11815,30/03/2019,02/04/2019,70,19333
18688,02/04/2019,03/04/2019,70,18042
331,02/04/2019,05/04/2019,70,1692
9988,05/04/2019,07/04/2019,70,19153
17122,07/04/2019,09/04/2019,70,1360
7987,09/04/2019,12/04/2019,70,8372
18514,12/04/2019,13/04/2019,70,3494
3289,14/04/2019,16/04/2019,70,3978
9553,21/04/2019,22/04/2019,70,15700
5986,22/04/2019,24/04/2019,70,258
7465,25/04/2019,26/04/2019,70,8315
13816,26/04/2019,29/04/2019,70,19531
11641,29/04/2019,30/04/2019,70,15916
19036,01/05/2019,04/05/2019,70,6675
13120,04/05/2019,05/05/2019,70,8906
9727,08/05/2019,10/05/2019,70,8566
8596,10/05/2019,11/05/2019,70,10446
13555,11/05/2019,14/05/2019,70,12099
11902,14/05/2019,16/05/2019,70,2849
1897,14/05/2019,15/05/2019,70,4954
12250,15/05/2019,16/05/2019,70,891
14947,17/05/2019,19/05/2019,70,4275
7813,19/05/2019,20/05/2019,70,10354
2071,21/05/2019,23/05/2019,70,6972
4072,23/05/2019,25/05/2019,70,7186
2506,26/05/2019,28/05/2019,70,18410
5812,30/05/2019,31/05/2019,70,8149
16861,31/05/2019,03/06/2019,70,6461
12685,03/06/2019,05/06/2019,70,6040
2767,06/06/2019,07/06/2019,70,3931
70,09/06/2019,10/06/2019,70,3670
18949,14/06/2019,15/06/2019,70,12629
5725,17/06/2019,18/06/2019,70,8142
8509,18/06/2019,20/06/2019,70,13603
3724,20/06/2019,21/06/2019,70,5141
6943,24/06/2019,25/06/2019,70,13467
3811,27/06/2019,30/06/2019,70,5150
15730,30/06/2019,02/07/2019,70,4352
2158,02/07/2019,03/07/2019,70,6981
1723,11/07/2019,13/07/2019,70,14930
13033,13/07/2019,15/07/2019,70,6075
853,17/07/2019,19/07/2019,70,1745
2419,19/07/2019,20/07/2019,70,5005
9379,20/07/2019,22/07/2019,70,7720
4855,22/07/2019,23/07/2019,70,16635
4507,23/07/2019,24/07/2019,70,10014
14599,24/07/2019,27/07/2019,70,9057
1201,27/07/2019,28/07/2019,70,18277
19819,31/07/2019,02/08/2019,70,1626
6595,02/08/2019,03/08/2019,70,13432
2593,03/08/2019,04/08/2019,70,9843
16426,04/08/2019,07/08/2019,70,19810
19123,07/08/2019,08/08/2019,70,12648
5029,09/08/2019,12/08/2019,70,7285
14164,15/08/2019,17/08/2019,70,4199
8422,17/08/2019,20/08/2019,70,10427
12163,20/08/2019,21/08/2019,70,878
10771,23/08/2019,25/08/2019,70,10668
8944,25/08/2019,26/08/2019,70,549
5203,04/09/2019,06/09/2019,70,179
13729,06/09/2019,07/09/2019,70,17524
14860,08/09/2019,10/09/2019,70,11084
11032,14/09/2019,17/09/2019,70,17257
1549,17/09/2019,18/09/2019,70,18315
3898,17/09/2019,19/09/2019,70,15165
244,24/09/2019,26/09/2019,70,12775
15208,26/09/2019,29/09/2019,70,19674
18340,29/09/2019,30/09/2019,70,4610
5290,01/10/2019,04/10/2019,70,16672
5116,06/10/2019,07/10/2019,70,10076
940,07/10/2019,08/10/2019,70,6868
15469,09/10/2019,10/10/2019,70,19707
16687,10/10/2019,11/10/2019,70,19836
1027,17/10/2019,19/10/2019,70,18254
3637,22/10/2019,25/10/2019,70,13136
18166,25/10/2019,27/10/2019,70,3458
12772,27/10/2019,29/10/2019,70,10874
2245,29/10/2019,30/10/2019,70,9812
4942,30/10/2019,31/10/2019,70,13277
7204,03/11/2019,04/11/2019,70,15491
17035,04/11/2019,06/11/2019,70,19869
17557,06/11/2019,09/11/2019,70,9359
14512,10/11/2019,13/11/2019,70,3116
8857,14/11/2019,16/11/2019,70,19036
10510,16/11/2019,17/11/2019,70,19197
2854,18/11/2019,20/11/2019,70,7053
418,20/11/2019,23/11/2019,70,14796
6073,24/11/2019,27/11/2019,70,18749
11467,28/11/2019,30/11/2019,70,7922
19993,01/12/2019,03/12/2019,70,1660
16078,04/12/2019,05/12/2019,70,19770
3376,06/12/2019,07/12/2019,70,16495
11989,09/12/2019,11/12/2019,70,10796
12076,13/12/2019,14/12/2019,70,7979
18601,16/12/2019,18/12/2019,70,18035
16600,18/12/2019,19/12/2019,70,6437
3202,22/12/2019,25/12/2019,70,9897
13381,25/12/2019,28/12/2019,70,6115
17645,01/01/2019,02/01/2019,71,9368
3203,02/01/2019,04/01/2019,71,11898
19298,04/01/2019,07/01/2019,71,4701
10511,07/01/2019,08/01/2019,71,7827
3116,08/01/2019,10/01/2019,71,11890
6857,10/01/2019,11/01/2019,71,2348
19472,12/01/2019,14/01/2019,71,1585
19820,14/01/2019,16/01/2019,71,12723
2246,16/01/2019,17/01/2019,71,1883
12773,18/01/2019,21/01/2019,71,8874
15383,21/01/2019,22/01/2019,71,4312
10337,23/01/2019,24/01/2019,71,7811
10946,25/01/2019,27/01/2019,71,759
2768,29/01/2019,31/01/2019,71,11859
14165,31/01/2019,02/02/2019,71,3080
18689,31/01/2019,03/02/2019,71,4644
2855,03/02/2019,05/02/2019,71,5053
18515,03/02/2019,04/02/2019,71,12587
1115,09/02/2019,10/02/2019,71,11696
1028,10/02/2019,13/02/2019,71,12861
13556,13/02/2019,14/02/2019,71,8944
15035,13/02/2019,16/02/2019,71,12248
15905,16/02/2019,17/02/2019,71,3245
15470,17/02/2019,19/02/2019,71,4321
16862,22/02/2019,25/02/2019,71,4461
3551,25/02/2019,26/02/2019,71,16514
8597,26/02/2019,28/02/2019,71,8446
6596,28/02/2019,01/03/2019,71,18801
71,01/03/2019,02/03/2019,71,12755
11381,02/03/2019,05/03/2019,71,13887
7640,06/03/2019,08/03/2019,71,15530
6161,08/03/2019,11/03/2019,71,16761
18428,11/03/2019,13/03/2019,71,12578
332,13/03/2019,16/03/2019,71,12787
8684,16/03/2019,17/03/2019,71,13618
6770,20/03/2019,22/03/2019,71,5462
7988,22/03/2019,25/03/2019,71,15560
14600,25/03/2019,26/03/2019,71,12205
10076,25/03/2019,27/03/2019,71,7786
6944,31/03/2019,01/04/2019,71,2355
12164,01/04/2019,03/04/2019,71,15963
16601,04/04/2019,06/04/2019,71,3312
8423,06/04/2019,09/04/2019,71,5633
4595,10/04/2019,13/04/2019,71,112
1985,13/04/2019,14/04/2019,71,4962
767,13/04/2019,15/04/2019,71,16224
16427,16/04/2019,18/04/2019,71,6420
14426,20/04/2019,22/04/2019,71,9036
9206,24/04/2019,27/04/2019,71,17070
12599,27/04/2019,28/04/2019,71,14000
16079,28/04/2019,30/04/2019,71,11205
2072,30/04/2019,02/05/2019,71,16365
2507,03/05/2019,05/05/2019,71,9834
8336,05/05/2019,07/05/2019,71,5628
8162,05/05/2019,06/05/2019,71,8392
13904,08/05/2019,09/05/2019,71,1057
15818,19/05/2019,21/05/2019,71,3235
6335,21/05/2019,23/05/2019,71,18774
19646,24/05/2019,25/05/2019,71,9575
4334,27/05/2019,28/05/2019,71,16588
2420,28/05/2019,30/05/2019,71,16404
7553,30/05/2019,02/06/2019,71,5548
5378,06/06/2019,07/06/2019,71,10099
506,08/06/2019,11/06/2019,71,6830
10250,11/06/2019,13/06/2019,71,5799
18602,14/06/2019,15/06/2019,71,1503
9989,17/06/2019,20/06/2019,71,13740
5465,20/06/2019,21/06/2019,71,8109
13121,23/06/2019,24/06/2019,71,6084
1463,24/06/2019,25/06/2019,71,14896
7031,26/06/2019,27/06/2019,71,10271
14078,01/07/2019,03/07/2019,71,8999
5726,05/07/2019,08/07/2019,71,2229
16166,08/07/2019,09/07/2019,71,12353
18776,10/07/2019,11/07/2019,71,16051
4682,14/07/2019,16/07/2019,71,123
9032,18/07/2019,20/07/2019,71,5686
3899,20/07/2019,23/07/2019,71,13165
1289,23/07/2019,24/07/2019,71,14884
11816,26/07/2019,27/07/2019,71,10776
1550,28/07/2019,30/07/2019,71,11745
10424,30/07/2019,31/07/2019,71,10640
7292,31/07/2019,01/08/2019,71,10296
17297,01/08/2019,02/08/2019,71,9330
5813,02/08/2019,04/08/2019,71,5364
17123,04/08/2019,05/08/2019,71,17881
12425,05/08/2019,06/08/2019,71,8844
4943,07/08/2019,09/08/2019,71,16642
11555,12/08/2019,15/08/2019,71,13907
11033,16/08/2019,17/08/2019,71,7882
9728,19/08/2019,20/08/2019,71,19131
5030,21/08/2019,23/08/2019,71,16653
12338,29/08/2019,01/09/2019,71,4004
8771,04/09/2019,07/09/2019,71,5665
9815,07/09/2019,08/09/2019,71,15726
10772,09/09/2019,10/09/2019,71,15822
18167,12/09/2019,13/09/2019,71,1458
14339,15/09/2019,17/09/2019,71,4219
13469,17/09/2019,19/09/2019,71,6123
15644,17/09/2019,18/09/2019,71,11157
19994,18/09/2019,19/09/2019,71,3661
4769,19/09/2019,21/09/2019,71,18623
854,21/09/2019,22/09/2019,71,11670
158,22/09/2019,24/09/2019,71,12766
18950,25/09/2019,28/09/2019,71,11503
14948,28/09/2019,01/10/2019,71,11092
2333,01/10/2019,02/10/2019,71,14997
3986,02/10/2019,04/10/2019,71,13178
1637,04/10/2019,06/10/2019,71,6931
15209,11/10/2019,13/10/2019,71,12266
6509,14/10/2019,17/10/2019,71,13425
6683,17/10/2019,19/10/2019,71,18811
18254,19/10/2019,20/10/2019,71,3470
8510,20/10/2019,22/10/2019,71,15604
10598,27/10/2019,30/10/2019,71,17209
3812,30/10/2019,02/11/2019,71,7151
13382,02/11/2019,04/11/2019,71,14084
17036,08/11/2019,09/11/2019,71,12438
14861,10/11/2019,12/11/2019,71,12231
245,12/11/2019,13/11/2019,71,18173
10859,15/11/2019,17/11/2019,71,15832
7205,17/11/2019,19/11/2019,71,8287
17210,19/11/2019,20/11/2019,71,9321
8075,22/11/2019,23/11/2019,71,8381
12860,23/11/2019,25/11/2019,71,17435
1898,25/11/2019,26/11/2019,71,11778
15731,26/11/2019,28/11/2019,71,11166
5552,02/12/2019,05/12/2019,71,7335
10685,11/12/2019,12/12/2019,71,734
7727,14/12/2019,17/12/2019,71,8342
941,18/12/2019,21/12/2019,71,1756
14513,21/12/2019,23/12/2019,71,12195
5639,24/12/2019,27/12/2019,71,13344
11294,28/12/2019,29/12/2019,71,17283
17732,30/12/2019,31/12/2019,71,3419
6248,31/12/2019,03/01/2020,71,7408
2334,01/01/2019,02/01/2019,72,16395
13905,02/01/2019,03/01/2019,72,6170
1203,03/01/2019,04/01/2019,72,16280
1377,04/01/2019,06/01/2019,72,3802
1812,06/01/2019,07/01/2019,72,11772
17733,07/01/2019,09/01/2019,72,4547
8511,09/01/2019,10/01/2019,72,8435
15297,10/01/2019,13/01/2019,72,3180
17907,13/01/2019,15/01/2019,72,4563
8598,18/01/2019,21/01/2019,72,17013
19386,23/01/2019,24/01/2019,72,4709
17820,27/01/2019,28/01/2019,72,1428
11295,28/01/2019,31/01/2019,72,792
4248,31/01/2019,01/02/2019,72,7203
13557,03/02/2019,06/02/2019,72,17510
18342,06/02/2019,07/02/2019,72,1475
7119,09/02/2019,11/02/2019,72,15484
11643,12/02/2019,13/02/2019,72,5939
7902,14/02/2019,17/02/2019,72,5581
1029,17/02/2019,19/02/2019,72,16257
15558,20/02/2019,21/02/2019,72,6333
10686,21/02/2019,23/02/2019,72,8660
4161,23/02/2019,25/02/2019,72,13191
11991,23/02/2019,24/02/2019,72,13949
11034,26/02/2019,27/02/2019,72,13850
7032,01/03/2019,02/03/2019,72,7494
5814,06/03/2019,08/03/2019,72,238
12948,08/03/2019,09/03/2019,72,6066
13209,09/03/2019,10/03/2019,72,6094
19212,10/03/2019,11/03/2019,72,1557
14775,11/03/2019,12/03/2019,72,19623
9555,16/03/2019,17/03/2019,72,10552
11469,17/03/2019,19/03/2019,72,5922
13992,19/03/2019,20/03/2019,72,14145
14949,20/03/2019,22/03/2019,72,9092
1551,23/03/2019,25/03/2019,72,6924
18255,29/03/2019,30/03/2019,72,4601
18081,31/03/2019,01/04/2019,72,11417
10338,01/04/2019,03/04/2019,72,2696
1290,03/04/2019,04/04/2019,72,11713
19560,04/04/2019,06/04/2019,72,16132
13122,06/04/2019,08/04/2019,72,19459
159,10/04/2019,11/04/2019,72,4798
3030,12/04/2019,14/04/2019,72,3953
6771,18/04/2019,20/04/2019,72,7463
14688,22/04/2019,25/04/2019,72,4250
3552,26/04/2019,28/04/2019,72,18512
1116,28/04/2019,29/04/2019,72,3773
19038,28/04/2019,01/05/2019,72,16082
12078,06/05/2019,08/05/2019,72,19357
16428,08/05/2019,09/05/2019,72,11240
7989,10/05/2019,12/05/2019,72,2451
12600,13/05/2019,14/05/2019,72,10859
14253,14/05/2019,15/05/2019,72,9016
2073,15/05/2019,16/05/2019,72,14968
3639,17/05/2019,20/05/2019,72,16524
1986,21/05/2019,23/05/2019,72,3857
9990,23/05/2019,25/05/2019,72,7777
6075,29/05/2019,31/05/2019,72,2266
11904,31/05/2019,02/06/2019,72,849
19908,02/06/2019,04/06/2019,72,1642
10512,05/06/2019,07/06/2019,72,5827
11208,18/06/2019,20/06/2019,72,7899
19473,21/06/2019,24/06/2019,72,3586
8946,24/06/2019,27/06/2019,72,15643
11730,27/06/2019,30/06/2019,72,8766
16341,30/06/2019,01/07/2019,72,17801
6597,02/07/2019,05/07/2019,72,16804
2508,07/07/2019,10/07/2019,72,7014
5292,10/07/2019,13/07/2019,72,18670
507,15/07/2019,18/07/2019,72,18197
13383,18/07/2019,19/07/2019,72,3004
1725,19/07/2019,22/07/2019,72,16333
10860,22/07/2019,23/07/2019,72,10674
10599,23/07/2019,24/07/2019,72,15809
681,26/07/2019,28/07/2019,72,9653
768,29/07/2019,31/07/2019,72,14838
9207,31/07/2019,02/08/2019,72,577
9294,04/08/2019,06/08/2019,72,5710
1464,06/08/2019,08/08/2019,72,18305
7467,08/08/2019,09/08/2019,72,7541
15036,09/08/2019,10/08/2019,72,14249
10077,10/08/2019,12/08/2019,72,17161
12774,12/08/2019,14/08/2019,72,2949
13644,14/08/2019,15/08/2019,72,10954
5031,15/08/2019,16/08/2019,72,158
17559,16/08/2019,17/08/2019,72,9360
2769,18/08/2019,19/08/2019,72,16435
12861,21/08/2019,24/08/2019,72,957
6249,26/08/2019,27/08/2019,72,284
8424,01/09/2019,04/09/2019,72,16991
6510,04/09/2019,05/09/2019,72,15426
72,04/09/2019,06/09/2019,72,16160
18864,08/09/2019,10/09/2019,72,9494
16950,11/09/2019,13/09/2019,72,4472
16080,16/09/2019,17/09/2019,72,9205
7380,20/09/2019,21/09/2019,72,7532
9903,23/09/2019,24/09/2019,72,8588
2943,24/09/2019,27/09/2019,72,5062
16167,27/09/2019,29/09/2019,72,9214
5205,01/10/2019,02/10/2019,72,18664
4509,02/10/2019,03/10/2019,72,18602
12339,04/10/2019,05/10/2019,72,898
10425,07/10/2019,08/10/2019,72,19186
7293,18/10/2019,21/10/2019,72,5522
14079,22/10/2019,25/10/2019,72,6188
5379,29/10/2019,31/10/2019,72,5318
18603,31/10/2019,01/11/2019,72,9461
8250,02/11/2019,05/11/2019,72,8402
5727,05/11/2019,06/11/2019,72,18711
8337,05/11/2019,07/11/2019,72,8416
4596,07/11/2019,08/11/2019,72,16613
4683,08/11/2019,09/11/2019,72,15246
2595,09/11/2019,12/11/2019,72,18417
3987,12/11/2019,13/11/2019,72,49
6684,16/11/2019,19/11/2019,72,326
15471,19/11/2019,21/11/2019,72,9143
12687,22/11/2019,24/11/2019,72,6041
19125,24/11/2019,25/11/2019,72,4684
7815,26/11/2019,29/11/2019,72,18929
9033,30/11/2019,03/12/2019,72,10496
9729,04/12/2019,06/12/2019,72,13716
10164,06/12/2019,09/12/2019,72,2676
16863,09/12/2019,12/12/2019,72,14423
2160,12/12/2019,13/12/2019,72,6982
8772,12/12/2019,14/12/2019,72,529
13296,14/12/2019,17/12/2019,72,19480
594,17/12/2019,18/12/2019,72,4839
19647,22/12/2019,23/12/2019,72,14703
1638,23/12/2019,26/12/2019,72,12917
3726,29/12/2019,30/12/2019,72,18532
17472,30/12/2019,01/01/2020,72,3395
15819,01/01/2020,03/01/2020,72,4361
19126,01/01/2019,02/01/2019,73,6685
160,02/01/2019,03/01/2019,73,18165
17734,03/01/2019,06/01/2019,73,6548
19387,06/01/2019,09/01/2019,73,16117
2857,09/01/2019,10/01/2019,73,7054
12688,10/01/2019,12/01/2019,73,17417
7294,12/01/2019,13/01/2019,73,8296
18778,12/01/2019,15/01/2019,73,4656
14602,15/01/2019,17/01/2019,73,3122
4771,17/01/2019,19/01/2019,73,10037
18082,19/01/2019,21/01/2019,73,12542
15559,21/01/2019,24/01/2019,73,12298
1900,24/01/2019,27/01/2019,73,6955
6424,27/01/2019,28/01/2019,73,5425
2335,27/01/2019,29/01/2019,73,12997
4684,29/01/2019,31/01/2019,73,10031
7990,31/01/2019,01/02/2019,73,13560
1813,03/02/2019,06/02/2019,73,12938
8947,07/02/2019,10/02/2019,73,10485
3031,10/02/2019,11/02/2019,73,5070
6163,13/02/2019,15/02/2019,73,10186
8338,15/02/2019,18/02/2019,73,2483
15298,18/02/2019,19/02/2019,73,14276
8077,18/02/2019,20/02/2019,73,460
2509,20/02/2019,22/02/2019,73,15017
10165,22/02/2019,23/02/2019,73,7792
1987,23/02/2019,25/02/2019,73,12958
10339,25/02/2019,27/02/2019,73,10633
2683,28/02/2019,01/03/2019,73,7032
17473,03/03/2019,04/03/2019,73,1395
15994,06/03/2019,09/03/2019,73,4375
18256,09/03/2019,12/03/2019,73,12557
5728,12/03/2019,15/03/2019,73,10143
10513,15/03/2019,17/03/2019,73,7828
17386,17/03/2019,20/03/2019,73,6515
4858,20/03/2019,23/03/2019,73,13267
10252,23/03/2019,25/03/2019,73,7800
4597,25/03/2019,27/03/2019,73,5245
16342,27/03/2019,28/03/2019,73,12372
19735,28/03/2019,29/03/2019,73,4746
17299,29/03/2019,30/03/2019,73,1378
11557,31/03/2019,01/04/2019,73,7930
